125.000000, 170.000000, 0.500000
125.138250, 170.224730, 0.500000
125.250550, 170.478365, 0.500000
125.332450, 170.757860, 0.500000
125.379800, 171.059550, 0.500000
125.388800, 171.379165, 0.500000
125.356250, 171.711930, 0.500000
125.279600, 172.052550, 0.500000
125.156830, 172.395400, 0.500000
124.986700, 172.734480, 0.500000
124.768750, 173.063570, 0.500000
124.503250, 173.376310, 0.500000
124.191250, 173.666320, 0.500000
123.834780, 173.927260, 0.500000
123.436500, 174.152950, 0.500000
123.000000, 174.337500, 0.500000
122.529600, 174.475340, 0.500000
122.030450, 174.561430, 0.500000
121.508250, 174.591230, 0.500000
120.969350, 174.560885, 0.500000
120.420850, 174.467250, 0.500000
119.870050, 174.308015, 0.500000
119.324800, 174.081725, 0.500000
118.793180, 173.787840, 0.500000
118.283450, 173.426790, 0.500000
117.803835, 173.000000, 0.500000
117.362670, 172.509900, 0.500000
116.967925, 171.959950, 0.500000
116.627380, 171.354550, 0.500000
116.348300, 170.699125, 0.500000
116.137500, 170.000000, 0.500000
116.001050, 169.264390, 0.500000
115.944275, 168.500275, 0.500000
115.971680, 167.716370, 0.500000
116.086730, 166.922030, 0.500000
116.291900, 166.127090, 0.500000
116.588530, 165.341810, 0.500000
116.976800, 164.576700, 0.500000
117.455700, 163.842440, 0.500000
118.022920, 163.149660, 0.500000
118.675000, 162.508900, 0.500000
119.407150, 161.930360, 0.500000
120.213400, 161.423860, 0.500000
121.086670, 160.998600, 0.500000
122.018615, 160.663100, 0.500000
122.999970, 160.425000, 0.500000
124.020450, 160.290985, 0.500000
125.068850, 160.266615, 0.500000
126.133425, 160.356275, 0.500000
127.201550, 160.563065, 0.500000
128.260375, 160.888670, 0.500000
129.296630, 161.333390, 0.500000
130.296850, 161.895980, 0.500000
131.247620, 162.573730, 0.500000
132.135800, 163.362400, 0.500000
132.948425, 164.256210, 0.500000
133.673220, 165.247910, 0.500000
134.298525, 166.328825, 0.500000
134.813570, 167.488890, 0.500000
135.208600, 168.716765, 0.500000
135.475000, 169.999940, 0.500000
135.605600, 171.324850, 0.500000
135.594480, 172.676970, 0.500000
135.437470, 174.041100, 0.500000
135.131900, 175.401400, 0.500000
134.676950, 176.741610, 0.500000
134.073450, 178.045250, 0.500000
133.324200, 179.295835, 0.500000
132.433700, 180.477050, 0.500000
131.408325, 181.572935, 0.500000
130.256315, 182.568150, 0.500000
